0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:27:01 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:32:26 +0530] "GET /api/components/search_projects?filter=isFavorite&ps=1 HTTP/1.1" 200 77 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAe"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:32:27 +0530] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAh"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:21 +0530] "POST /api/users/skip_onboarding_tutorial HTTP/1.1" 204 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAi"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:27 +0530] "GET /js/265.40a41086.chunk.js HTTP/1.1" 200 6484 "http://localhost:9000/account" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAj"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:27 +0530] "GET /js/261.0d151f24.chunk.js HTTP/1.1" 200 7462 "http://localhost:9000/account" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAk"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:29 +0530] "GET /js/255.fef4af0a.chunk.js HTTP/1.1" 200 - "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAl"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:29 +0530] "GET /api/user_tokens/search?login=admin HTTP/1.1" 200 33 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAm"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:36 +0530] "POST /api/user_tokens/generate HTTP/1.1" 200 83 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAn"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:33:36 +0530] "GET /api/user_tokens/search?login=admin HTTP/1.1" 200 88 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAo"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:37:16 +0530] "GET /api/user_tokens/search?login=admin HTTP/1.1" 200 88 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAp"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:37:50 +0530] "POST /api/projects/create HTTP/1.1" 200 82 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAq"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:37:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAr"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:00 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAs"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:05 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAt"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:10 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAu"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:15 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAv"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:20 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAw"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAx"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAy"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:37 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAAz"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:43 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA0"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:49 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA1"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:38:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA2"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA3"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:07 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA4"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:13 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA5"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:19 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA6"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA7"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA8"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:37 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA9"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:43 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA+"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:49 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAAA/"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:39:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:07 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:13 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABD"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:19 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:37 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:43 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABI"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:49 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABJ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:40:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABK"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABL"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:07 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABM"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:13 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABN"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:19 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABO"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABP"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABQ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:37 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABR"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:43 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABS"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:49 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABT"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:41:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABU"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABV"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:07 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABW"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:13 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABX"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:19 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABY"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABZ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABa"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:37 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABb"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:43 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABc"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:49 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABd"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:42:55 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABe"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABf"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:07 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABg"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:13 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABh"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:19 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABi"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:25 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABj"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:43:31 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqoRM3BzvpYR2nAABk"
